Id,Building_Class,Zoning_Class,Lot_Extent,Lot_Size,Road_Type,Lane_Type,Property_Shape,Land_Outline,Utility_Type,Lot_Configuration,Property_Slope,Neighborhood,Condition1,Condition2,House_Type,House_Design,Overall_Material,House_Condition,Construction_Year,Remodel_Year,Roof_Design,Roof_Quality,Exterior1st,Exterior2nd,Brick_Veneer_Type,Brick_Veneer_Area,Exterior_Material,Exterior_Condition,Foundation_Type,Basement_Height,Basement_Condition,Exposure_Level,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Total_Basement_Area,Heating_Type,Heating_Quality,Air_Conditioning,Electrical_System,First_Floor_Area,Second_Floor_Area,LowQualFinSF,Grade_Living_Area,Underground_Full_Bathroom,Underground_Half_Bathroom,Full_Bathroom_Above_Grade,Half_Bathroom_Above_Grade,Bedroom_Above_Grade,Kitchen_Above_Grade,Kitchen_Quality,Rooms_Above_Grade,Functional_Rate,Fireplaces,Fireplace_Quality,Garage,Garage_Built_Year,Garage_Finish_Year,Garage_Size,Garage_Area,Garage_Quality,Garage_Condition,Pavedd_Drive,W_Deck_Area,Open_Lobby_Area,Enclosed_Lobby_Area,Three_Season_Lobby_Area,Screen_Lobby_Area,Pool_Area,Pool_Quality,Fence_Quality,Miscellaneous_Feature,Miscellaneous_Value,Month_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price
761,20,RLD,70,9100,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,SS,Wd Sdng,Wd Sdng,None,0,TA,TA,CB,TA,TA,No,Rec,612,Unf,0,252,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,5,TF,0,NA,Detchd,2008,Unf,1,755.3875667,Ex,Ex,Y,126.8922792,170.1538544,47.0115908,0,0,0,NA,NA,Shed,450,10,2009,WD,Normal,127500
762,30,RMD,60,6911,Paved,NA,Reg,Lvl,AllPub,FR2P,GS,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,SS,Wd Sdng,Wd Sdng,None,0,TA,TA,PC,TA,TA,Mn,LwQ,405,Unf,0,740,1145,GasA,TA,Y,SBrkr,1301,0,0,1301,0,0,1,0,2,1,Fa,5,MD1,0,NA,Detchd,1965,Unf,2,310.6889812,TA,TA,Y,64.22919933,139.3664922,-50.47086125,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,100000
763,60,FVR,72,8640,Paved,NA,Reg,Lvl,AllPub,I,GS,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,SS,VinylSd,VinylSd,None,0,TA,TA,PC,Gd,TA,Mn,GLQ,24,Unf,0,732,756,GasA,Ex,Y,SBrkr,764,783,0,1547,0,0,2,1,3,1,Gd,7,TF,0,NA,Attchd,2009,Unf,2,497.2658804,TA,TA,Y,80.32961625,55.39065299,79.66669568,0,0,0,NA,NA,NA,0,6,2010,Con,Normal,215200
764,60,RLD,82,9430,Paved,NA,Reg,Lvl,AllPub,I,GS,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,SS,VinylSd,VinylSd,BrkFace,673,Gd,TA,PC,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,GasA,Ex,Y,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,Gd,8,TF,1,Gd,Attchd,1999,RFn,3,413.8423491,TA,TA,Y,199.8094872,190.6229508,9.98491762,0,180,0,NA,NA,NA,0,7,2009,WD,Normal,337000
765,120,RLD,30,9549,Paved,NA,IR1,Lvl,AllPub,CulDSac,GS,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,SS,BrkFace,BrkFace,None,0,Gd,Gd,PC,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,1,1,2,1,Ex,6,TF,1,Gd,Attchd,1995,Fin,2,527.6420341,TA,TA,Y,114.9246766,43.39091531,69.6444747,0,216,0,NA,NA,NA,0,4,2006,WD,Normal,270000
766,20,RLD,75,14587,Paved,NA,IR1,Lvl,AllPub,I,GS,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,SS,VinylSd,VinylSd,Stone,284,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,1506,0,0,1506,0,0,2,0,2,1,Ex,6,TF,1,Gd,Attchd,2008,Fin,2,606.3855259,TA,TA,Y,148.3461901,14.90645424,25.78922469,0,0,0,NA,NA,NA,0,8,2008,New,Partial,264132
767,60,RLD,80,10421,Paved,NA,Reg,Lvl,AllPub,I,GS,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,SS,HdBoard,HdBoard,BrkFace,42,TA,TA,CB,Gd,TA,No,GLQ,394,Unf,0,586,980,GasA,TA,Y,SBrkr,980,734,0,1714,0,0,2,1,3,1,TA,7,TF,1,TA,Attchd,1988,Unf,2,853.6950491,TA,TA,Y,12.5010039,54.29182574,155.0438348,0,0,0,NA,MnPrv,Shed,500,3,2010,WD,Normal,196500
768,50,RLD,75,12508,Paved,NA,IR1,Lvl,AllPub,I,GS,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,SS,VinylSd,VinylSd,None,0,TA,TA,CB,Gd,TA,Mn,ALQ,660,Unf,0,323,983,GasA,Ex,Y,SBrkr,983,767,0,1750,1,0,2,0,4,1,TA,7,MD,0,NA,Attchd,1989,Unf,1,345.9291486,TA,TA,Y,321.4758576,85.09885781,8.973681029,0,0,0,NA,NA,Shed,1300,7,2008,WD,Normal,160000
769,20,RLD,70,9100,Paved,NA,Reg,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,SS,VinylSd,VinylSd,None,0,Gd,TA,PC,Gd,TA,No,GLQ,24,Unf,0,1836,1860,GasA,Ex,Y,SBrkr,1836,0,0,1836,0,0,2,0,3,1,Gd,8,TF,1,Gd,Attchd,2004,Fin,2,1042.882904,TA,TA,Y,132.23584,72.31387901,99.62001506,0,0,0,NA,NA,NA,0,10,2006,WD,Normal,216837
770,60,RLD,47,53504,Paved,NA,IR2,HLS,AllPub,CulDSac,MS,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,SS,CemntBd,Wd Shng,BrkFace,603,Ex,TA,PC,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,GasA,Ex,Y,SBrkr,1690,1589,0,3279,1,0,3,1,4,1,Ex,12,MS,1,Gd,BuiltIn,2003,Fin,3,399.6990291,TA,TA,Y,26.32568404,56.47909203,52.89753252,0,210,0,NA,NA,NA,0,6,2010,WD,Normal,538000
771,85,RLD,NA,7252,Paved,NA,IR1,Lvl,AllPub,CulDSac,GS,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,SS,Wd Sdng,Wd Sdng,None,0,TA,TA,CB,Gd,TA,Av,GLQ,685,Unf,0,173,858,GasA,TA,Y,SBrkr,858,0,0,858,1,0,1,0,2,1,TA,5,TF,0,NA,Detchd,1983,Unf,2,712.3018987,TA,TA,Y,1.567100666,-1.096114902,-76.83908496,0,0,0,NA,NA,NA,0,4,2009,WD,Normal,134900
772,20,RLD,67,8877,Paved,NA,Reg,Lvl,AllPub,I,GS,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,SS,Wd Sdng,Wd Sdng,None,0,TA,TA,CB,Fa,Fa,No,LwQ,836,Unf,0,0,836,GasA,TA,Y,FuseF,1220,0,0,1220,0,0,1,0,2,1,TA,6,TF,0,NA,Detchd,1951,Unf,2,838.4626869,TA,TA,Y,230.4942704,6.777770776,-20.56853244,0,0,0,NA,NA,NA,0,4,2006,COD,Normal,102000
773,80,RLD,94,7819,Paved,NA,Reg,Lvl,AllPub,I,GS,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,SS,Plywood,Plywood,None,0,TA,TA,CB,TA,TA,Av,ALQ,422,BLQ,127,480,1029,GasA,TA,Y,SBrkr,1117,0,0,1117,1,0,1,0,3,1,TA,6,TF,1,TA,Detchd,1976,Unf,2,319.0707684,TA,TA,Y,133.1551105,41.878172,4.310150883,0,0,0,NA,MnPrv,NA,0,3,2010,WD,Abnorml,107000
774,20,RLD,70,10150,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,SS,Wd Sdng,Wd Sdng,None,1,TA,TA,CB,TA,TA,No,Rec,456,Unf,0,456,912,GasA,Ex,Y,FuseA,912,0,0,912,0,0,1,0,2,1,TA,5,TF,0,NA,Attchd,1958,RFn,1,582.7313626,TA,TA,Y,110.5540255,192.9095999,65.20923524,0,0,0,NA,NA,NA,0,7,2007,COD,Normal,114500
775,20,RLD,110,14226,Paved,NA,Reg,Lvl,AllPub,C,GS,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,SS,VinylSd,VinylSd,BrkFace,375,Gd,TA,PC,Gd,TA,Av,Unf,0,Unf,0,1935,1935,GasA,Gd,Y,SBrkr,1973,0,0,1973,0,0,2,0,3,1,Gd,9,TF,1,Gd,Attchd,2006,Fin,3,411.0700125,TA,TA,Y,-25.26205328,72.50061526,71.0275431,0,0,0,NA,NA,NA,0,7,2007,New,Partial,395000
776,120,RMD,32,4500,Paved,NA,Reg,Lvl,AllPub,FR2P,GS,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,SS,VinylSd,VinylSd,BrkFace,320,TA,TA,PC,Ex,TA,No,GLQ,866,Unf,0,338,1204,GasA,Ex,Y,SBrkr,1204,0,0,1204,1,0,2,0,2,1,TA,5,TF,0,NA,Attchd,1998,Fin,2,639.7011938,TA,TA,Y,171.2098589,29.42170264,15.56239287,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,162000
777,20,RLD,86,11210,Paved,NA,IR1,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,SS,VinylSd,VinylSd,BrkFace,240,Gd,TA,PC,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,GasA,Ex,Y,SBrkr,1614,0,0,1614,0,0,2,0,3,1,Gd,7,TF,0,NA,Attchd,2005,RFn,3,496.6463249,TA,TA,Y,156.423289,15.76084812,-32.06434937,0,0,0,NA,NA,NA,0,7,2006,New,Partial,221500
778,20,RLD,100,13350,Paved,NA,IR1,Lvl,AllPub,I,GS,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,SS,HdBoard,Plywood,None,0,TA,TA,CB,TA,TA,No,ALQ,762,Unf,0,102,864,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,TF,1,Fa,Attchd,1974,Unf,2,123.4934301,TA,TA,Y,-87.47447643,143.4270496,2.853628467,0,0,0,NA,MnPrv,NA,0,6,2006,WD,Normal,142500
779,90,RHD,60,8400,Paved,NA,Reg,Lvl,AllPub,I,GS,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,SS,Plywood,Plywood,BrkFace,320,TA,TA,SL,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,Y,SBrkr,2020,0,0,2020,0,0,2,0,4,2,TA,10,TF,2,TA,Detchd,1977,Unf,2,511.4593684,TA,TA,Y,96.41512328,48.0168515,54.06268278,0,0,0,NA,NA,NA,0,10,2007,WD,Normal,144000
780,90,RLD,78,10530,Paved,NA,Reg,Lvl,AllPub,I,GS,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,SS,Plywood,ImStucc,BrkFace,90,TA,TA,CB,Gd,TA,Gd,GLQ,975,Unf,0,0,975,GasA,TA,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,TA,4,TF,0,NA,Attchd,1977,Unf,2,363.3035761,TA,TA,Y,144.0794702,168.9715815,47.32472003,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,135000
781,20,RLD,63,7875,Paved,NA,Reg,Lvl,AllPub,I,GS,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,SS,HdBoard,HdBoard,BrkFace,38,TA,TA,PC,Gd,Gd,No,Unf,0,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,1253,0,0,1253,0,0,2,0,3,1,TA,6,TF,1,TA,Attchd,1995,Fin,2,602.6698391,TA,TA,Y,259.5986567,76.30926666,12.51800047,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,176000
782,60,RLD,65,7153,Paved,NA,Reg,Lvl,AllPub,I,GS,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,SS,VinylSd,VinylSd,None,0,Gd,Gd,PC,Gd,TA,No,ALQ,387,Unf,0,374,761,GasA,Ex,Y,SBrkr,810,793,0,1603,0,0,2,1,3,1,Gd,7,TF,0,NA,Attchd,1992,RFn,2,688.4846323,TA,TA,Y,72.51522191,50.66062381,19.63991027,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,175900
783,20,RLD,67,16285,Paved,NA,IR2,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,SS,VinylSd,VinylSd,None,0,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,0,1413,1413,GasA,Ex,Y,SBrkr,1430,0,0,1430,0,0,2,0,3,1,Gd,6,TF,0,NA,Attchd,2001,RFn,2,590.8853468,TA,TA,Y,66.93041983,47.15091101,-89.78943916,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,187100
784,85,RLD,NA,9101,Paved,NA,IR1,Lvl,AllPub,C,GS,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,SS,Plywood,Plywood,BrkFace,104,TA,Gd,PC,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,GasA,Ex,Y,SBrkr,1110,0,0,1110,1,0,1,0,1,1,Gd,4,TF,1,TA,Attchd,1978,Fin,2,-39.98303728,TA,TA,Y,-155.3731356,-3.354927965,39.72348915,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,165500
785,75,RMD,35,6300,Paved,Grvl,Reg,Lvl,AllPub,I,GS,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,SS,Wd Sdng,Wd Shng,None,0,TA,TA,CB,TA,TA,No,Unf,0,Unf,0,742,742,GasA,Ex,Y,SBrkr,742,742,0,1484,0,0,2,0,3,1,TA,9,TF,1,Gd,NA,NA,NA,0,298.0806774,NA,NA,Y,277.8202614,3.367718811,46.82492173,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,128000
786,20,RLD,NA,9790,Paved,NA,Reg,Lvl,AllPub,I,GS,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,SS,BrkFace,Wd Sdng,None,0,TA,TA,CB,TA,TA,No,Rec,251,LwQ,630,491,1372,GasA,TA,Y,SBrkr,1342,0,0,1342,0,0,2,0,3,1,TA,7,TF,1,Gd,Attchd,1967,Unf,2,690.7886716,TA,TA,Y,280.1358265,43.13087746,-44.93837966,0,197,0,NA,NA,NA,0,9,2009,WD,Normal,161500
787,50,RMD,60,10800,Paved,NA,Reg,Lvl,AllPub,I,GS,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,SS,MetalSd,MetalSd,None,0,TA,Gd,PC,Fa,TA,No,LwQ,686,Unf,0,0,686,GasA,TA,Y,SBrkr,966,686,0,1652,1,0,2,0,4,1,TA,7,TF,0,NA,Detchd,1961,Unf,1,162.280288,TA,TA,Y,147.5939977,107.1297013,-17.94705103,0,0,0,NA,NA,Shed,1200,6,2010,WD,Normal,139000
788,60,RLD,76,10142,Paved,NA,IR1,Lvl,AllPub,I,GS,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,SS,VinylSd,VinylSd,None,0,Gd,TA,PC,Gd,TA,No,GLQ,656,Unf,0,300,956,GasA,Ex,Y,SBrkr,956,1128,0,2084,1,0,2,1,4,1,Gd,8,TF,0,NA,BuiltIn,2004,RFn,2,439.1906089,TA,TA,Y,33.95421865,151.0793907,18.28994001,0,0,0,NA,NA,NA,0,1,2010,WD,Normal,233000
789,20,RMD,50,6000,Paved,NA,Reg,Lvl,AllPub,C,GS,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,SS,MetalSd,MetalSd,None,0,TA,TA,CB,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Ex,Y,SBrkr,901,0,0,901,0,0,1,0,2,1,TA,4,TF,0,NA,Detchd,1954,Unf,1,388.422641,Fa,TA,Y,92.80362751,-96.2722842,52.84687118,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,107900
790,60,RLD,NA,12205,Paved,NA,IR1,Low,AllPub,I,GS,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,SS,HdBoard,HdBoard,BrkFace,157,TA,TA,CB,TA,Fa,Gd,LwQ,568,Unf,0,264,832,GasA,Gd,Y,SBrkr,976,1111,0,2087,0,0,2,1,5,1,Gd,9,TF,0,NA,Attchd,1966,Fin,2,565.5083556,TA,TA,Y,18.91152156,63.04554516,47.24746312,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,187500
791,120,RLD,43,3182,Paved,NA,Reg,Lvl,AllPub,I,GS,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,SS,VinylSd,VinylSd,BrkFace,11,Gd,TA,PC,Gd,TA,No,GLQ,16,Unf,0,1129,1145,GasA,Ex,Y,SBrkr,1145,0,0,1145,0,0,2,0,2,1,Gd,5,TF,1,Gd,Attchd,2005,Fin,2,542.5212285,TA,TA,Y,150.7217559,42.52908858,-66.9566845,0,0,0,NA,NA,NA,0,9,2009,WD,Normal,160200
792,80,RLD,NA,11333,Paved,NA,IR1,Lvl,AllPub,C,GS,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,SS,HdBoard,HdBoard,None,0,TA,TA,PC,Gd,TA,Av,ALQ,539,Unf,0,490,1029,GasA,TA,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,1,TA,5,TF,2,TA,Attchd,1976,RFn,2,184.0197019,TA,TA,Y,-20.927101,-60.15154183,95.33866039,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,146800
793,60,RLD,92,9920,Paved,NA,IR1,Lvl,AllPub,CulDSac,GS,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,SS,MetalSd,MetalSd,None,0,Gd,TA,PC,Gd,TA,Av,GLQ,862,Unf,0,255,1117,GasA,Ex,Y,SBrkr,1127,886,0,2013,1,0,2,1,3,1,TA,8,TF,1,TA,Attchd,1997,Unf,2,271.1400305,TA,TA,Y,64.70889561,20.34757684,9.948317737,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,269790
794,20,RLD,76,9158,Paved,NA,Reg,Lvl,AllPub,I,GS,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,SS,CemntBd,CmentBd,Stone,140,Gd,TA,PC,Gd,TA,Av,Unf,0,Unf,0,1496,1496,GasA,Ex,Y,SBrkr,1496,0,0,1496,0,0,2,0,3,1,Gd,7,TF,0,NA,Attchd,2007,Fin,2,524.601535,TA,TA,Y,287.7083674,187.8963196,-37.80382829,0,0,0,NA,NA,NA,0,6,2007,New,Partial,225000
795,60,RLD,NA,10832,Paved,NA,IR1,Lvl,AllPub,C,GS,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,SS,MetalSd,MetalSd,None,0,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,0,712,712,GasA,Ex,Y,SBrkr,1086,809,0,1895,0,0,2,1,3,1,Gd,7,TF,1,TA,Attchd,1994,Fin,2,318.0021182,TA,TA,Y,45.26858674,197.0743798,50.47146331,0,0,0,NA,NA,Shed,500,10,2008,WD,Normal,194500
796,60,RLD,70,8400,Paved,NA,Reg,Lvl,AllPub,I,GS,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,SS,HdBoard,HdBoard,BrkFace,130,TA,TA,CB,Gd,TA,No,Unf,0,Unf,0,650,650,GasA,TA,Y,SBrkr,888,676,0,1564,0,0,2,1,3,1,TA,7,TF,1,TA,Attchd,1980,Unf,2,626.1487998,TA,TA,Y,117.4168458,46.83791884,29.1646071,0,204,0,NA,MnPrv,NA,0,4,2010,WD,Normal,171000
797,20,RLD,71,8197,Paved,NA,Reg,Lvl,AllPub,I,GS,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,SS,Plywood,Plywood,BrkFace,148,TA,TA,CB,TA,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,1285,0,0,1285,0,0,1,1,3,1,TA,7,TF,1,TA,Attchd,1977,RFn,2,296.6970139,TA,TA,Y,69.354682,199.5080751,58.50411244,0,0,0,NA,MnPrv,NA,0,4,2007,WD,Normal,143500
798,20,RLD,57,7677,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,SS,VinylSd,VinylSd,None,0,TA,TA,CB,TA,TA,No,BLQ,570,Unf,0,203,773,GasA,Gd,Y,SBrkr,773,0,0,773,0,0,1,0,2,1,TA,4,TF,0,NA,Attchd,1953,Unf,1,429.4226268,TA,TA,Y,-173.9006831,29.86512092,48.80321845,0,0,0,NA,NA,NA,0,4,2008,WD,Abnorml,110000
799,60,RLD,104,13518,Paved,NA,Reg,Lvl,AllPub,I,GS,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,SS,VinylSd,VinylSd,Stone,860,Ex,TA,PC,Ex,TA,No,Unf,0,Unf,0,1926,1926,GasA,Ex,Y,SBrkr,1966,1174,0,3140,0,0,3,1,4,1,Ex,11,TF,2,Gd,BuiltIn,2009,Fin,3,500.6483964,TA,TA,Y,-45.99433446,55.61845988,197.4338667,0,0,0,NA,NA,NA,0,7,2009,New,Partial,485000
800,50,RLD,60,7200,Paved,NA,Reg,Lvl,AllPub,C,GS,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,SS,Wd Sdng,Wd Sdng,BrkFace,252,TA,TA,BT,Gd,TA,No,ALQ,569,Unf,0,162,731,GasA,Ex,Y,SBrkr,981,787,0,1768,1,0,1,1,3,1,Gd,7,TF,2,TA,Detchd,1939,Unf,1,462.7894033,TA,TA,Y,120.8264285,119.2585097,-107.3920629,0,0,0,NA,MnPrv,NA,0,6,2007,WD,Normal,175000
801,60,RLD,79,12798,Paved,NA,IR1,HLS,AllPub,I,MS,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,SS,VinylSd,VinylSd,None,0,TA,TA,PC,Gd,TA,Gd,GLQ,462,Unf,0,154,616,GasA,Gd,Y,SBrkr,616,1072,0,1688,1,0,2,1,4,1,Gd,8,TF,0,NA,Attchd,1997,RFn,2,493.7015995,TA,TA,Y,198.6779425,122.7185116,62.22947423,0,0,0,NA,NA,Shed,400,5,2008,WD,Normal,200000
802,30,RMD,40,4800,Paved,NA,Reg,Lvl,AllPub,I,GS,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,SS,MetalSd,MetalSd,None,0,TA,TA,CB,TA,TA,No,LwQ,197,Unf,0,999,1196,GasA,Ex,Y,FuseA,1196,0,0,1196,1,0,1,0,2,1,TA,5,TF,0,NA,Detchd,1957,Unf,2,4.238157481,TA,TA,Y,-28.3305117,73.43309462,54.48946911,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,109900
803,60,RLD,63,8199,Paved,NA,Reg,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,SS,WdShing,Wd Shng,None,0,Gd,TA,PC,Gd,TA,Av,GLQ,648,Unf,0,80,728,GasA,Ex,Y,SBrkr,728,728,0,1456,1,0,2,1,3,1,Gd,7,TF,1,Gd,Attchd,2005,Fin,2,154.1130518,TA,TA,Y,79.40769387,32.36823715,-14.92102892,0,0,0,NA,NA,NA,0,10,2008,WD,Normal,189000
804,60,RLD,107,13891,Paved,NA,Reg,Lvl,AllPub,I,GS,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,SS,VinylSd,VinylSd,Stone,424,Ex,TA,PC,Ex,TA,Gd,Unf,0,Unf,0,1734,1734,GasA,Ex,Y,SBrkr,1734,1088,0,2822,0,0,3,1,4,1,Ex,12,TF,1,Gd,BuiltIn,2009,RFn,3,692.6451771,TA,TA,Y,-161.4519197,116.6850863,-71.47496664,0,192,0,NA,NA,NA,0,1,2009,New,Partial,582933
805,20,RLD,75,9000,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,SS,Wd Sdng,Wd Sdng,None,0,TA,TA,CB,TA,TA,No,LwQ,812,Unf,0,124,936,GasA,TA,Y,SBrkr,1128,0,0,1128,0,0,1,0,2,1,TA,5,MD1,0,NA,Attchd,1954,Unf,1,431.2170938,TA,TA,Y,169.5439472,149.3304327,69.76379945,0,0,0,NA,GdWo,NA,0,6,2006,WD,Family,118000
806,20,RLD,91,12274,Paved,NA,IR1,Lvl,AllPub,FR2P,GS,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,SS,VinylSd,VinylSd,Stone,256,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,0,1417,1417,GasA,Ex,Y,SBrkr,1428,0,0,1428,0,0,2,0,3,1,Ex,6,TF,0,NA,Attchd,2008,RFn,2,401.8941245,TA,TA,Y,214.8139225,103.2132517,162.5173934,0,0,0,NA,NA,NA,0,7,2008,New,Partial,227680
807,80,RLD,75,9750,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,SS,VinylSd,VinylSd,None,0,TA,TA,PC,TA,TA,Av,ALQ,400,Rec,480,100,980,GasA,Gd,Y,SBrkr,980,0,0,980,0,0,2,0,3,1,TA,6,TF,0,NA,Attchd,1967,Fin,1,444.0399772,TA,TA,Y,29.33901096,100.6679847,111.6473966,0,0,0,NA,NA,NA,0,10,2006,WD,Normal,135500
808,70,RLD,144,21384,Paved,NA,Reg,Lvl,AllPub,I,GS,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,SS,Wd Sdng,Wd Sdng,None,0,TA,TA,CB,TA,TA,Gd,GLQ,1309,Unf,0,15,1324,GasA,Ex,Y,SBrkr,1072,504,0,1576,2,0,1,1,3,1,Gd,6,TF,1,TA,Attchd,1923,RFn,2,831.3734533,TA,TA,Y,73.71908093,93.44338781,101.7064487,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,223500
809,80,RLD,85,13400,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,SS,VinylSd,VinylSd,BrkFace,1047,TA,TA,CB,TA,TA,Av,ALQ,516,BLQ,128,380,1024,GasA,TA,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,TF,1,Gd,Attchd,1966,RFn,2,736.106061,TA,TA,Y,179.2081526,-4.859882591,-75.11457124,0,0,0,NA,GdWo,NA,0,6,2006,WD,Normal,159950
