Customer ID,Credit_Amount,Gender,Academic_Qualification,Marital,Age_Years,Repayment_Status_Jan,Repayment_Status_Feb,Repayment_Status_March,Repayment_Status_April,Repayment_Status_May,Repayment_Status_June,Jan_Bill_Amount,Feb_Bill_Amount,March_Bill_Amount,April_Bill_Amount,May_Bill_Amount,June_Bill_Amount,Previous_Payment_Jan,Previous_Payment_Feb,Previous_Payment_March,Previous_Payment_April,Previous_Payment_May,Previous_Payment_June,Default_Payment
16494,80000,1,1,2,23,0,0,0,0,0,2,59976,50130,59744,44032,48088,44788,3936,2550,1959,5084,38,4,0
16495,60000,2,3,1,54,0,0,0,0,0,0,893,31574,32632,23264,848,18002,31690,32264,12959,0,17370,0,0
16496,220000,1,2,2,25,1,2,0,0,0,0,337360,83353,79889,66929,55511,21838,70,7000,2000,1345,3000,0,1
16497,20000,1,3,2,32,0,0,0,0,0,2,3448,4450,5326,6574,7417,2246,1330,2096,1555,1187,385,66,0
16498,20000,1,2,2,26,1,3,2,2,2,2,37077,17504,26940,29622,18646,18022,1000,0,5500,0,1300,700,0
16499,50000,1,1,2,26,0,0,0,0,0,2,46435,38335,32924,29692,18888,20452,1673,2699,1600,901,1500,7,0
16500,50000,1,2,2,23,0,0,0,0,0,0,3680,-1045,44326,45362,46135,46028,0,45362,1900,1503,1735,1724,0
16501,50000,1,2,1,24,0,0,0,0,0,0,35534,15558,27596,29599,18887,18705,1300,2320,1500,700,1000,800,1
16502,20000,1,2,2,23,0,0,0,0,0,0,30078,8885,8825,9600,0,0,1300,2300,1000,0,0,0,0
16503,20000,1,2,2,24,2,2,2,0,0,2,34395,15155,24638,25592,17808,17385,1600,0,1500,3500,0,1500,1
16504,30000,1,2,2,25,0,0,0,0,0,0,6333,7150,8285,9296,8483,8780,1300,2300,1500,500,600,600,0
16505,20000,1,3,2,25,0,0,0,0,0,0,8535,5141,5239,7922,17880,10000,1600,5000,5000,3000,33500,0,0
16506,20000,1,3,2,22,1,4,3,2,2,2,8357,8085,7827,7545,8268,7883,0,0,0,1000,0,750,1
16507,250000,1,2,2,23,2,0,0,0,0,0,37635,151585,247474,7474,8173,87500,136019,3000,120000,833,80000,3684,1
16508,80000,1,2,2,24,2,0,0,2,0,0,44507,45485,52876,49962,48614,48782,3000,6207,0,1575,1895,2117,1
16509,20000,1,2,2,24,0,0,0,0,0,0,3843,4110,4560,4567,4060,1035,1073,2257,1000,338,1035,0,0
16510,220000,1,1,2,24,2,0,0,0,0,0,3330,3103,2473,2262,0,3443,3103,2270,1162,0,3553,0,1
16511,40000,1,1,2,24,0,0,0,0,0,0,37433,38485,39575,39247,8687,33625,3000,20000,1559,500,33635,615,0
16512,20000,1,3,2,24,3,3,2,2,2,2,35846,15383,27325,27542,17756,18023,1000,2600,900,800,700,800,1
16513,2.00E+05,1,2,1,24,2,2,2,2,2,2,30638,13333,23427,23609,14683,15001,3900,700,700,1300,700,700,1
16514,260000,1,1,2,25,0,0,0,0,0,0,898,3585,270,2363,10484,12455,3000,0,1565,11433,13555,24262,0
16515,20000,1,1,2,24,1,2,2,4,3,2,37375,15788,22408,20779,20170,18721,0,4793,0,0,0,1000,1
16516,60000,1,2,2,24,1,2,3,2,0,0,58333,51571,59755,59294,38648,35361,6000,0,199,1500,1300,2000,1
16517,250000,1,2,2,27,0,0,0,0,0,0,84034,81537,78407,73699,56885,52887,6066,20027,5152,3035,5311,10061,0
16518,40000,1,2,2,24,4,3,2,3,2,2,38344,37433,38862,39225,38408,40825,0,2335,1200,1335,3300,1396,1
16519,30000,1,2,2,26,0,0,0,0,0,0,35533,35301,27376,29359,24844,25364,1600,2500,1550,889,930,992,0
16520,420000,1,2,2,26,1,2,2,0,0,0,390388,385881,382620,333220,324487,327615,14000,25,15175,11700,11900,12140,1
16521,20000,1,2,2,26,2,3,2,0,0,2,34963,14438,23922,25276,17018,18088,0,0,1900,3000,1500,0,0
16522,50000,1,2,2,25,2,2,0,0,0,0,44630,44803,40686,7720,0,0,1300,2200,1000,0,0,0,1
16523,20000,1,2,2,23,1,2,0,0,0,0,37845,17351,28976,29904,18204,18210,0,2000,1600,0,1150,2000,0
16524,20000,1,3,2,24,0,0,0,0,0,0,36973,17884,28748,29627,18624,18652,1600,2357,1256,533,653,673,0
16525,20000,1,2,1,28,0,0,0,2,2,3,35336,15558,29374,29766,20858,20247,3000,3300,0,3700,0,500,0
16526,3.00E+05,1,1,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16527,30000,1,1,2,25,2,2,2,2,2,0,33433,34334,26087,26294,25563,26088,3600,2442,920,0,851,1678,0
16528,240000,1,1,2,27,0,0,0,0,0,0,39753,143701,238062,96739,43417,37388,143713,5554,5619,3003,1950,2921,0
16529,20000,1,2,1,27,0,0,0,0,0,0,30385,30355,20539,29725,18836,12558,1600,2700,1200,751,1000,0,0
16530,390000,1,1,2,27,0,0,0,0,0,0,373743,377583,337892,299729,243168,133877,30009,25057,10100,10000,10000,15000,0
16531,50000,1,2,2,27,0,0,0,0,0,0,39487,37777,36496,33522,28854,28144,1600,2000,6516,4405,1015,3006,0
16532,50000,1,2,2,26,0,0,0,0,0,0,6945,7185,3422,4259,6158,2133,3000,2000,1000,3000,3000,2000,0
16533,50000,1,2,1,26,0,0,0,0,0,0,48039,48883,49689,32369,8454,6020,3073,2769,1005,189,130,100,0
16534,320000,1,2,2,26,0,0,0,0,0,0,303703,308131,204879,243976,143142,145070,13167,7335,5115,5053,5331,5184,0
16535,280000,1,1,1,26,0,0,0,0,0,0,377835,385477,253365,222267,185058,188623,13696,22320,7609,5538,7005,6902,0
16536,50000,1,1,2,26,1,2,2,2,2,2,38360,40313,42267,42990,42605,41782,3000,2900,1700,1700,0,2500,1
16537,5.00E+05,1,2,2,26,0,0,0,0,0,0,336735,138305,229327,230236,127688,124623,6006,6005,6095,4151,5031,4350,0
16538,2.00E+05,1,1,2,28,0,0,0,0,0,0,3393,1735,2602,2040,3564,2031,1731,2606,1051,3574,3036,1703,0
16539,50000,1,1,2,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16540,3.00E+05,1,2,2,27,0,0,0,0,0,0,-358,-158,-258,-259,142,82,0,0,0,300,100,100,0
16541,30000,1,2,2,27,1,2,0,0,2,2,33384,31537,22982,24996,24308,26880,0,2672,2697,0,3319,0,0
16542,50000,1,2,2,27,2,2,0,0,0,0,49079,47883,48502,49270,48881,50570,0,2742,1770,1751,3895,0,1
16543,20000,1,2,1,27,4,3,3,2,3,2,3463,4150,3940,4720,4500,4282,900,0,1000,0,0,433,1
16544,20000,1,3,2,28,1,2,0,0,3,2,8055,7777,8805,22647,12173,11855,0,2257,5000,0,0,900,1
16545,50000,1,3,2,27,0,0,0,0,0,0,49684,45435,37636,32034,28133,23860,1961,2075,1295,999,935,849,0
16546,30000,1,2,2,26,0,0,0,0,0,2,37889,35880,24706,25022,26405,25861,3976,4900,2000,3100,0,2500,0
16547,2.00E+05,1,1,2,30,0,0,0,0,0,0,300544,101157,202007,97962,78088,78812,4611,3722,5695,3797,3897,3046,1
16548,230000,1,1,2,29,0,0,0,0,0,0,9639,5347,59904,92939,37422,15365,6347,59904,50000,10000,15365,10778,0
16549,20000,1,2,2,30,1,2,2,2,2,2,36906,17338,29245,29397,20687,20547,1000,2400,0,3700,0,283,0
16550,250000,1,1,2,29,2,0,0,0,0,0,7563,10508,24202,27523,18814,28516,3600,4000,5000,3000,10000,4000,0
16551,220000,1,2,1,28,0,0,0,0,0,0,38074,43083,47052,65322,83882,72812,6000,5000,20012,33099,10039,30019,0
16552,2.00E+05,1,2,2,29,1,0,0,0,0,0,0,4585,2476,7945,13164,671,4696,2763,7955,7000,671,671,0
16553,230000,1,2,2,25,0,0,0,0,0,0,339803,118737,223689,59473,-1518,-1518,6100,4600,5000,0,0,0,1
16554,40000,1,2,2,29,0,0,2,0,0,2,30538,33873,22327,24047,26644,26078,3100,0,2100,3000,0,3000,0
16555,20000,1,1,2,30,3,2,2,6,6,6,3300,3300,2300,2300,2300,2300,0,0,0,0,0,0,1
16556,290000,1,1,1,30,1,0,0,0,0,0,0,-381,-582,-2264,281,732,0,0,0,1455,733,291,0
16557,280000,1,2,2,27,0,0,0,0,0,0,334368,130734,224730,220423,113801,114077,4346,5966,5250,4300,5300,4200,0
16558,280000,1,2,2,27,0,0,0,0,0,0,3566,3873,2572,2437,1572,1572,3991,2576,2555,1585,1579,1579,0
16559,30000,1,2,2,27,3,2,2,4,4,4,3650,1550,2650,2650,1650,1650,0,0,0,0,0,0,1
16560,320000,1,1,1,29,1,2,0,0,0,0,393457,187341,70359,77994,87484,88633,661,25000,10000,10300,3159,299,1
16561,70000,1,1,2,28,0,0,0,0,0,0,39738,15833,20076,33079,23188,20837,9000,2000,50000,5000,30000,25000,0
16562,220000,1,1,2,28,0,0,0,2,2,0,7364,8383,26572,26607,16043,16378,3616,7703,600,0,595,599,1
16563,240000,1,2,2,29,0,0,0,0,0,0,390,0,390,790,0,0,0,770,790,0,0,0,0
16564,50000,1,2,1,27,0,0,0,0,0,0,46806,45175,47252,47252,20515,18404,3000,5300,1500,1100,1000,1000,0
16565,320000,1,1,1,28,0,0,0,0,0,0,79839,54851,37762,26425,12177,45648,3634,2942,2015,370,53659,100002,0
16566,80000,1,2,2,29,0,0,0,0,0,0,83350,0,0,0,0,0,0,0,0,0,0,0,0
16567,20000,1,2,2,29,1,2,2,2,2,2,33586,11103,23923,23393,18152,17725,0,3000,0,5000,0,3000,1
16568,80000,1,2,2,29,1,2,0,0,2,0,73795,53057,60949,72929,67567,62658,0,3000,15000,0,3000,3000,0
16569,360000,1,2,1,28,0,0,2,2,0,0,0,3500,2500,0,0,0,3600,0,0,0,0,0,0
16570,50000,1,2,2,29,0,0,0,0,0,0,44377,44830,46022,46903,47837,48383,3070,3000,2000,3000,3000,2000,0
16571,20000,1,2,2,23,0,0,0,0,0,0,4584,4005,5677,699,1688,61,4006,4077,1257,1000,61,0,1
16572,20000,1,2,2,25,4,3,3,2,0,0,5365,5731,6095,6352,6603,6855,600,600,500,500,500,500,0
16573,2.00E+05,1,2,2,28,0,0,0,0,0,0,73630,73585,74332,75492,78244,77478,3600,3500,5000,4000,3000,3000,0
16574,50000,1,2,3,30,0,0,0,0,0,0,47833,87538,49287,27529,17710,18078,3636,2454,1599,780,803,673,0
16575,30000,1,2,2,24,2,0,0,0,0,0,390,780,0,0,0,0,790,0,0,0,0,0,0
16576,20000,1,2,2,24,0,0,0,0,0,0,35333,17847,28483,29079,18060,18061,3397,2323,1299,570,686,694,0
16577,70000,1,2,2,28,3,2,2,0,0,0,93930,83353,92325,93295,52825,52880,3600,0,5205,3003,3013,2511,0
16578,490000,1,1,2,29,0,0,0,0,0,0,364,578,-572,-2796,137158,138345,679,572,1225,140597,6000,3900,0
16579,30000,1,1,2,29,1,2,2,2,2,2,35364,34550,29228,29945,30257,30778,0,5000,1500,1300,1300,0,1
16580,20000,1,1,2,29,0,0,0,0,0,0,35934,15038,26023,22632,12377,4830,1339,2324,1000,3000,1000,0,0
16581,290000,1,1,2,29,0,0,0,0,0,0,783,3830,2357,24959,13458,115880,3939,2359,15969,3033,110153,205,0
16582,20000,1,3,0,29,5,4,3,2,3,3,3800,1800,2800,2900,1800,1800,0,0,0,0,0,0,0
16583,280000,1,1,2,26,0,0,0,0,0,0,8536,0,0,0,0,0,0,0,0,0,0,0,1
16584,2.00E+05,1,2,2,27,0,0,0,0,0,0,300593,101558,64480,0,0,1218,3749,2772,0,0,1318,102400,0
16585,30000,1,2,2,26,0,0,0,0,0,0,34079,35848,22299,23625,23833,24801,3600,2000,2000,1000,1500,1500,1
16586,470000,1,1,2,27,0,0,0,0,0,0,333495,183580,253743,246972,127546,128888,10006,9002,9001,5001,5001,6145,0
16587,2.00E+05,1,2,2,29,0,0,0,0,0,0,60068,50535,42265,49072,11314,11816,3600,2626,9512,500,1000,500,0
16588,4.00E+05,1,1,2,29,0,0,0,0,0,0,3333,83555,67823,62929,61884,61811,93694,2939,1720,1713,1766,1907,0
16589,4.00E+05,1,2,2,29,0,0,0,0,0,0,79435,75333,228630,69040,64657,54363,3903,2552,2755,3538,1575,1649,0
16590,50000,1,2,2,25,0,0,0,0,0,0,48336,48377,48626,39597,18088,18485,1966,2704,1715,581,701,785,0
16591,70000,1,2,2,25,1,3,2,0,0,0,33088,11501,22224,23597,15060,16653,0,2000,2000,3000,3000,2000,0
16592,80000,1,3,1,31,1,2,0,0,0,0,37653,35703,26856,27944,27480,28061,0,2459,1557,983,1033,1042,0
16593,70000,1,1,2,29,2,2,2,2,2,2,33786,34730,35878,36392,36880,37751,1900,2000,1500,1500,1500,1600,1
16594,20000,1,2,2,28,3,2,2,2,2,0,350,150,250,250,150,1150,0,0,0,0,1150,0,0
16595,20000,1,2,2,28,0,2,0,2,3,2,639,518,8642,9252,8023,5475,0,7642,900,107,300,0,1
16596,430000,1,2,2,30,0,0,2,0,0,0,38966,38857,29299,30267,48268,48241,6011,0,2000,30000,15000,5000,1
16597,40000,1,2,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16598,450000,1,2,1,29,0,0,0,0,0,0,379547,157845,228292,92644,17720,7068,9101,22029,55525,38,3015,7522,0
16599,20000,1,3,1,30,1,2,0,0,0,0,9333,8118,7604,7637,6056,2852,0,2276,1000,131,57,5507,1
16600,20000,1,2,2,29,0,0,0,0,0,0,9073,8035,7385,7665,7817,7881,1130,2227,1127,379,389,369,0
16601,20000,1,2,1,29,2,0,0,2,2,2,3938,4304,5670,6426,7158,7804,1600,2700,1000,1000,1000,1500,0
16602,80000,1,1,2,29,0,0,0,0,0,0,79048,80575,78322,90777,78306,78185,3000,3200,7000,3300,3500,3200,0
16603,80000,1,3,1,29,2,2,0,0,2,4,69578,57871,68782,73955,78128,82275,0,2600,6552,7000,5000,0,1
16604,240000,1,2,2,29,0,0,0,0,0,0,330979,333085,220229,227549,204008,202268,7347,6730,6700,5400,6513,6549,0
16605,280000,1,2,2,31,0,0,0,0,0,0,339780,31375,32868,34292,173487,177185,3000,2200,2500,185957,6500,6100,0
16606,50000,1,2,2,31,0,0,0,0,0,0,338,3183,5455,7629,6354,4655,3966,2500,2500,3535,3000,1500,0
16607,80000,1,1,2,32,0,0,0,2,0,0,37639,38558,43427,42422,42344,43228,1660,5400,0,1553,1717,1600,0
16608,20000,1,3,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16609,90000,1,2,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16610,2.00E+05,1,1,2,29,0,0,0,0,0,0,8099,3433,2249,3367,-33,11202,3447,2262,5577,0,11335,2795,0
16611,360000,1,1,2,30,2,0,0,2,0,0,3034,438,5306,3603,604,14850,439,5306,0,504,15850,2403,0
16612,50000,1,2,1,31,0,0,2,2,0,0,3450,3580,770,0,0,0,3690,0,0,0,0,0,0
16613,230000,1,1,2,27,2,2,2,0,0,0,73563,70071,68392,69435,67780,68248,3600,0,2799,3500,3637,3000,1
16614,80000,1,3,1,31,0,0,0,0,0,0,65088,55300,62969,40457,42875,44724,3000,4000,5000,3000,5000,3000,0
16615,2.00E+05,1,2,2,29,0,0,0,0,0,0,8953,5585,0,0,0,0,9117,0,0,0,0,0,1
16616,250000,1,2,1,39,1,2,0,0,0,0,9937,8538,20633,20649,10570,10481,0,2275,1155,1000,1000,1000,0
16617,370000,1,1,1,34,0,0,0,0,0,0,379039,374331,279467,262522,248101,243888,14104,20207,9510,8398,8565,7826,0
16618,320000,1,2,2,45,0,0,0,0,0,0,334793,1310,32635,2799,1827,553,1317,32967,1796,1935,556,15664,0
16619,240000,1,1,2,41,0,0,0,0,0,0,34373,35474,28480,30247,30122,27437,3769,3500,5000,983,3537,2044,0
16620,320000,1,1,1,35,0,0,2,2,2,2,306799,115015,227678,229245,120784,123786,11003,5000,5000,5000,5100,5300,0
16621,50000,1,2,2,39,3,2,0,0,0,0,53998,50831,46892,33936,8225,8264,0,2343,1559,475,336,348,0
16622,50000,1,2,1,41,0,0,0,0,0,0,48537,35384,28278,26993,8888,8218,3033,2026,1272,1000,1000,1000,0
16623,50000,1,3,1,30,2,2,2,0,0,0,35397,17588,27227,29076,17061,17418,3993,0,1259,591,613,608,1
16624,80000,1,1,2,31,0,0,0,0,0,0,73840,74531,77329,79247,78785,76766,9000,5000,5000,3000,3501,3000,0
16625,420000,1,1,2,32,0,0,0,2,0,0,90875,81788,89489,97076,55508,57771,4119,24000,0,1837,3010,144204,0
16626,50000,1,1,2,32,2,2,2,2,2,2,30559,31753,32847,33309,33755,34565,3000,2900,1500,1300,1500,1500,1
16627,250000,1,2,2,32,2,2,0,0,0,2,90476,0,0,0,138355,130666,0,0,0,138355,0,5200,1
16628,230000,1,1,2,34,0,0,0,0,0,0,30390,31178,30569,29659,26852,15852,1919,2002,1500,500,1000,0,1
16629,270000,1,2,1,34,0,0,0,0,2,2,47956,48854,50068,56692,57367,56322,3000,2000,7500,3300,0,3000,0
16630,270000,1,3,1,45,0,0,0,0,0,0,365335,170553,270024,32999,34868,73832,9000,4000,5000,3500,5000,3000,0
16631,220000,1,2,2,25,0,0,2,0,0,0,33347,8757,9423,3345,2828,2520,3446,437,1000,0,7,0,0
16632,30000,1,3,2,35,1,2,2,0,0,0,39347,30358,29505,29926,14330,28000,1900,0,1500,884,780,0,1
16633,220000,1,2,2,30,0,0,0,2,0,0,6339,3515,7423,3697,3703,3500,1000,7397,0,3703,3500,3697,0
16634,50000,1,2,2,25,2,2,2,0,0,0,39775,31578,28566,29929,18584,18508,3900,0,2000,1500,1000,2000,1
16635,30000,1,2,2,34,2,2,2,0,0,2,30533,10148,8587,9366,8528,7030,1300,0,1200,1500,0,460,1
16636,250000,1,1,2,30,0,0,0,0,0,0,73936,105803,274837,92376,61474,27864,40000,75756,55155,4335,6080,88,0
16637,20000,1,2,2,29,0,0,0,0,0,0,33339,14337,25580,26304,17058,18056,1333,2576,1500,1000,1500,0,1
16638,20000,1,3,1,30,0,0,0,3,2,0,7470,8315,22267,20626,10160,10052,1141,3257,0,0,357,400,1
16639,50000,1,2,2,41,0,0,0,0,0,0,50633,41733,42222,-39,-38,18056,3300,2200,0,0,30000,1000,0
16640,30000,1,3,1,48,0,0,0,2,2,3,39650,30817,23860,24372,25776,25088,1600,3400,1200,3100,0,0,1
16641,20000,1,2,2,31,2,2,2,2,0,0,33536,13885,24475,24936,15688,16435,1000,2000,1000,1000,1000,700,1
16642,2.00E+05,1,2,2,32,0,0,0,0,0,0,396550,178508,280357,269935,88883,88873,9001,6500,6156,3300,3576,5749,0
16643,50000,1,1,2,33,1,2,2,2,0,0,7348,5887,9602,9304,10835,11658,0,3000,0,3000,1000,1500,0
16644,220000,1,1,2,35,0,0,0,0,0,2,336,335,276,-250,852,476,336,276,0,1438,0,476,0
16645,220000,1,1,2,40,0,0,0,0,0,0,335,335,325,325,325,325,336,325,525,335,335,325,1
16646,280000,1,3,1,32,0,0,0,0,0,0,383393,177553,282492,290746,131166,114808,6400,7622,7555,5505,5850,5000,0
16647,50000,1,2,1,32,0,0,0,0,0,0,39606,18515,26482,22529,7538,5854,6037,3053,5050,1000,1016,501,0
16648,70000,1,3,1,40,0,0,0,0,0,0,43986,31058,23283,22523,23516,1600,1466,2277,1000,335,1600,4316,0
16649,2.00E+05,1,1,1,44,0,0,0,0,0,0,3640,0,0,0,0,0,0,0,0,0,0,0,0
16650,50000,1,3,1,46,1,2,2,2,2,2,30960,10487,23208,22602,13381,14027,0,2700,0,1000,1000,0,1
16651,230000,1,2,1,47,0,0,0,0,0,0,996,887,998,-2,888,0,1000,2000,0,1000,0,0,0
16652,30000,1,1,1,42,1,2,2,2,0,0,30334,18585,22972,22322,21887,22385,0,3005,0,930,1000,2000,1
16653,30000,1,2,2,32,0,0,0,0,0,0,30883,33334,23557,24764,25234,14852,3000,2000,2000,1000,1000,1000,0
16654,250000,1,2,2,34,0,0,0,0,0,0,304387,333314,5052,4409,1731,1860,30000,2093,1000,1731,3169,1408,0
16655,20000,1,2,2,30,0,0,0,0,0,0,3473,3335,4790,390,0,780,3336,2000,590,0,780,0,1
16656,250000,1,1,2,29,0,0,0,0,0,0,4634,5370,9243,20290,10637,10816,3000,3000,1500,537,600,1000,0
16657,360000,1,1,2,34,1,0,0,0,0,0,0,0,0,733,0,1307,0,0,755,0,1307,0,0
16658,340000,1,1,2,38,0,0,0,0,0,0,86057,88505,87780,2690,1820,8151,6000,7775,1699,1930,9151,187000,0
16659,50000,1,2,2,34,0,0,0,0,0,0,48844,48335,49236,43524,27062,27823,1999,2996,2162,3000,1300,2000,0
16660,30000,1,2,1,39,0,0,0,0,0,0,30893,33305,29273,26469,14670,11214,3007,2000,2000,417,1500,1500,0
16661,360000,1,1,2,34,0,0,0,0,0,0,3739,1300,3228,0,162,4857,1306,3233,0,153,5881,445,0
16662,250000,1,1,1,46,0,0,0,0,0,0,350838,153585,236925,239449,140851,142160,6000,5000,7000,5155,5500,6000,0
16663,260000,1,3,2,28,2,2,2,2,2,0,353636,155753,252858,262902,114388,88684,9100,0,15025,0,5300,500,1
16664,30000,1,2,1,39,0,0,0,0,0,0,38638,38150,22075,27257,15874,8514,3003,2400,1200,317,190,0,0
16665,480000,1,1,1,47,0,0,0,0,0,0,30668,-3,454,250299,143388,157758,0,456,150255,3915,35550,100,0
16666,2.00E+05,1,2,1,45,0,0,0,0,0,0,98974,35838,32707,44433,4155,2114,10000,32727,55626,18,3135,9844,0
16667,50000,1,3,2,39,0,0,0,0,0,0,338,-153,48257,49455,48185,48828,0,47799,1775,1711,1785,1745,1
16668,20000,1,2,1,32,1,2,2,2,2,0,37933,17338,20353,29966,18056,18445,0,3309,591,0,389,890,1
16669,60000,1,2,1,44,0,0,0,0,0,0,59333,54888,53898,54960,56054,55263,3000,2000,1962,1974,3159,2100,0
16670,2.00E+05,1,1,2,26,0,0,0,0,0,0,36000,0,0,0,0,-1108,0,0,0,0,50,84628,0
16671,20000,1,2,1,27,0,0,0,0,0,0,36303,4550,0,0,0,0,3000,0,0,0,0,0,0
16672,440000,1,3,1,35,0,0,0,0,0,0,33754,13354,22623,22652,13211,23600,3017,3000,5019,5011,33758,13633,0
16673,2.00E+05,1,1,2,34,0,2,2,0,0,0,773,773,-8,2562,0,0,0,7,2570,0,0,0,0
16674,2.00E+05,1,2,2,38,0,0,0,0,0,0,95933,85773,97240,99259,87481,87574,4499,4577,5606,3817,3998,3695,0
16675,2.00E+05,1,2,1,48,0,0,2,2,2,2,33574,14570,26045,26509,15868,17733,3600,2000,1000,0,3000,0,0
16676,230000,1,3,1,46,0,0,0,0,0,0,3333,1414,2258,2565,-5,1100,1431,2264,2577,0,1105,0,0
16677,50000,1,1,2,37,0,0,0,0,0,0,33393,14558,27097,29207,20580,22577,3000,3000,1700,3000,3500,5000,0
16678,50000,1,2,1,32,0,0,0,0,0,0,43363,38353,27396,23594,17272,17634,1473,2500,1292,518,650,644,0
16679,30000,1,2,1,41,1,2,0,0,0,0,34330,13581,24309,25320,15774,15850,0,2244,1255,709,578,741,0
16680,240000,1,2,2,32,1,2,2,2,2,3,67933,58413,67734,73079,75255,75757,3300,0,6500,4000,3000,3000,1
16681,60000,1,3,2,43,0,0,0,0,0,0,55800,53315,43077,36297,34283,20385,1793,2750,1519,5833,795,2000,0
16682,50000,1,3,1,41,1,2,2,2,0,0,36935,35184,29262,29444,28878,27655,0,3500,0,1100,1100,2000,0
16683,350000,1,2,2,36,0,0,0,0,0,0,349663,330738,232382,234254,211308,210887,9036,9503,9015,7511,8011,7361,0
16684,20000,1,3,1,44,2,2,2,2,2,0,33633,13435,22943,25429,14883,15484,1300,2000,2700,0,850,850,1
16685,20000,1,2,2,30,0,0,0,0,0,0,36330,38574,25492,26299,16428,0,1339,2392,1200,339,0,0,0
16686,50000,1,2,2,36,0,0,2,2,0,0,46733,50833,49400,0,0,0,6000,0,2000,0,0,0,0
16687,20000,1,2,1,41,1,2,2,2,0,0,39953,18314,20526,29360,18660,6000,0,2976,0,500,130,780,1
16688,220000,1,3,1,34,0,0,0,0,0,0,33753,35058,26352,26996,27754,28587,1717,2000,2000,1500,3000,5000,0
16689,2.00E+05,1,1,1,44,0,2,2,0,0,0,655,355,-225,-525,-805,-805,0,0,0,0,0,0,1
16690,260000,1,2,1,46,2,2,2,2,2,2,83683,84434,86472,97257,88526,80355,4000,4300,5000,3700,3500,3600,1
16691,250000,1,2,1,36,2,2,0,0,0,0,88655,85333,88932,92442,102803,105240,0,4000,5000,13000,5000,6000,1
16692,50000,1,2,2,33,0,0,0,0,0,0,33343,38303,30620,30227,18413,17185,6494,3202,5502,3300,3500,3000,0
16693,250000,1,2,2,35,0,0,0,0,0,0,33059,11535,28302,25959,2744,2144,11636,27305,15961,3744,0,19682,0
16694,250000,1,1,2,35,2,2,2,2,2,2,353798,154583,260658,290392,182814,186838,16000,0,25000,7000,7000,6700,1
16695,50000,1,5,2,49,0,0,0,0,0,0,36869,31355,28040,20799,8584,8788,1616,2507,10915,344,359,401,0
16696,50000,1,2,1,47,0,0,0,0,0,0,38830,35855,30260,29297,18324,18182,1600,7720,1295,830,700,689,0
16697,50000,1,3,3,44,2,2,2,3,2,2,43755,40783,44084,44763,44838,46078,0,3949,1700,1300,3000,2000,0
16698,80000,1,3,2,40,1,2,2,2,2,2,83053,78337,82698,92467,48150,51303,300,6200,2159,0,5000,0,0
16699,20000,1,3,1,49,0,0,0,0,0,0,33573,37370,24375,25200,20000,16560,3930,4000,1200,5000,10000,0,0
16700,220000,1,2,1,47,2,4,3,2,2,2,333756,315581,297022,299099,187000,178703,3000,0,6000,0,15005,0,1
16701,220000,1,3,1,39,0,2,2,0,0,3,33390,13081,22592,27366,22064,21432,1400,0,5000,5000,0,0,1
16702,2.00E+05,1,3,2,39,0,0,0,0,0,0,84384,85781,94902,92966,83514,85658,16000,5023,5025,10000,5000,10000,0
16703,30000,1,3,1,47,0,0,0,0,0,0,338587,88371,92257,30420,30384,28774,6634,3000,51959,1053,1063,1114,0
16704,50000,1,2,2,43,0,0,0,0,0,0,50756,50553,49465,40020,10407,8037,1934,2927,2500,500,500,1000,0
16705,50000,1,3,2,42,2,0,0,0,0,2,4864,5875,6898,7920,8681,8387,1363,2274,1296,1057,0,306,0
16706,230000,1,2,1,45,0,0,0,0,0,0,43770,33080,26740,24029,1438,2268,3000,2347,5079,1509,9000,8000,0
16707,280000,1,2,2,33,0,0,0,0,0,0,365330,338551,223383,262296,165128,168285,9104,9402,6001,5001,6301,6201,0
16708,70000,1,1,2,43,0,0,0,0,0,0,68338,55835,67454,67592,36515,37426,3379,2600,2615,1500,1500,1500,0
16709,220000,1,2,1,40,0,0,0,0,0,0,333333,114344,227684,227344,58800,0,4099,5279,2555,1175,0,0,0
16710,270000,1,1,2,39,0,0,0,0,0,0,338833,135337,236893,222920,120550,102054,6606,4749,5615,4500,3705,4506,0
16711,30000,1,3,1,41,1,2,2,0,0,0,37303,18015,27437,29449,18815,18210,1396,0,1506,573,698,1547,0
16712,20000,1,2,1,33,0,0,0,2,2,0,38706,17483,29509,29929,0,0,1376,3072,0,0,0,0,1
16713,20000,1,3,2,35,0,0,0,0,0,0,36500,17013,28282,29332,18113,17886,1391,2450,1600,383,383,345,0
16714,220000,1,1,2,39,3,2,0,0,0,2,384340,187088,289680,293562,205161,205477,7600,7200,7205,15000,3500,4500,1
16715,50000,1,2,2,44,0,0,0,0,0,0,30995,31743,22300,4067,1280,0,3000,3007,1000,1390,0,0,0
16716,3.00E+05,1,6,1,46,0,0,0,0,0,0,389399,387003,300253,9250,6088,2487,16000,23274,1010,185,3597,2497,0
